发震日期（北京时间）,经度(°),纬度(°),震源深度(Km),震级类型,震级,震中位置,事件类型
2012-5-15 15:16:14,-30.16,60.21,5,Ms,4.8,北大西洋,天然地震
2012-5-15 14:45:29,-30.08,60.38,5,Ms,4.7,北大西洋,天然地震
2012-5-15 01:12:47,51.80,30.70,6,Ms,4.4,伊朗,天然地震
2012-5-14 18:12:34,57.90,28.02,19,Ms,4.9,伊朗南部,天然地震
2012-5-14 02:21:15,53.90,27.10,46,Ms,5.0,伊朗南部,天然地震
2012-5-12 02:48:21,33.43,34.08,10,Ms,4.8,地中海东部,天然地震
2012-5-08 00:58:56,46.80,41.50,10,Ms,4.3,高加索东部,天然地震
2012-5-07 22:15:11,46.70,41.50,10,Ms,5.5,高加索东部,天然地震
2012-5-07 15:40:33,21.06,36.72,40,Ms,4.5,地中海,天然地震
2012-5-07 13:37:58,46.11,41.74,6,Ms,4.5,高加索东部,天然地震
2012-5-07 12:40:26,46.67,41.54,23,Ms,5.9,高加索东部,天然地震
2012-5-03 23:20:20,28.40,38.62,10,Ms,4.9,土耳其,天然地震
2012-5-03 23:17:03,21.00,37.80,28,Ms,5.1,爱奥尼亚海,天然地震
2012-5-03 18:09:32,47.70,32.80,10,Ms,5.4,伊朗,天然地震
2012-5-02 21:48:12,-44.90,23.30,10,Ms,5.2,北大西洋海岭,天然地震
2012-5-01 22:48:27,26.70,38.70,11,Ms,4.6,爱琴海,天然地震
2012-4-28 11:17:04,40.70,38.50,5,Ms,4.6,土耳其,天然地震
2012-4-27 06:05:32,29.10,39.10,6,Ms,4.6,土耳其,天然地震
2012-4-25 11:18:16,1.60,36.50,6,Ms,4.9,阿尔及利亚,天然地震
2012-4-24 07:00:29,46.10,32.42,10,Ms,5.0,伊拉克,天然地震
2012-4-24 06:15:33,24.89,34.71,38,Ms,4.8,克里特岛,天然地震
2012-4-22 01:58:06,66.51,38.82,15,Ms,4.0,乌兹别克东南部,天然地震
2012-4-21 14:13:27,47.10,32.40,28,Ms,4.6,伊拉克,天然地震
2012-4-21 13:25:11,47.10,32.50,46,Ms,4.7,伊朗,天然地震
2012-4-21 01:19:50,47.00,32.40,44,Ms,4.3,伊拉克,天然地震
2012-4-21 00:17:51,47.10,32.60,34,Ms,4.8,伊朗,天然地震
2012-4-20 23:37:04,47.04,32.34,35,Ms,4.5,伊拉克,天然地震
2012-4-20 12:11:49,46.45,32.48,22,Ms,4.2,伊拉克,天然地震
2012-4-20 11:56:23,46.80,32.60,8,Ms,4.6,伊拉克,天然地震
2012-4-20 11:05:40,46.31,32.54,40,Ms,5.0,伊拉克,天然地震
2012-4-20 09:21:08,47.00,32.50,32,Ms,5.0,伊拉克,天然地震
2012-4-19 15:42:51,46.31,32.70,42,Ms,4.3,伊拉克,天然地震
2012-4-19 02:43:00,47.10,32.60,37,Ms,4.8,伊朗,天然地震
2012-4-19 01:40:36,58.10,28.00,62,Ms,4.5,伊朗南部,天然地震
2012-4-16 23:06:45,21.35,36.68,8,Ms,4.9,地中海,天然地震
2012-4-16 20:02:05,21.04,36.41,10,Ms,4.5,地中海,天然地震
2012-4-16 19:23:38,21.28,36.80,33,Ms,5.4,地中海,天然地震
2012-4-06 14:42:54,15.92,51.56,9,mB,4.8,波兰,天然地震
2012-4-05 12:56:18,4.60,36.20,5,Ms,5.1,阿尔及利亚,天然地震
2012-4-04 17:41:40,43.60,38.90,5,Ms,5.1,土耳其,天然地震
2012-3-28 11:19:24,67.06,29.18,5,Ms,4.3,巴基斯坦,天然地震
2012-3-26 18:35:34,42.30,39.10,13,Ms,4.9,土耳其,天然地震
2012-3-26 11:00:11,19.00,41.75,6,Ms,4.8,亚得里亚海,天然地震
2012-3-26 08:06:14,58.32,27.96,63,mb,4.8,伊朗南部,天然地震
2012-3-25 20:28:53,47.00,32.50,41,Ms,4.3,伊拉克,天然地震
2012-3-25 12:46:47,20.14,39.39,10,Ms,4.7,爱奥尼亚海,天然地震
2012-3-24 13:25:29,46.55,32.64,10,Ms,4.6,伊拉克,天然地震
2012-3-14 14:51:53,-35.10,54.30,11,Ms,4.9,北大西洋,天然地震
2012-3-12 13:09:49,54.12,27.10,20,Ms,4.6,伊朗南部,天然地震
2012-3-09 02:21:36,47.00,32.90,10,Ms,4.9,伊朗,天然地震
2012-3-05 23:15:07,9.54,44.88,15,Ms,4.4,意大利北部,天然地震
2012-3-04 11:47:38,7.63,42.32,5,Ms,4.9,地中海西部地区,天然地震
2012-3-04 11:31:07,24.10,40.10,5,Ms,5.2,爱琴海,天然地震
2012-2-29 13:10:41,47.10,32.50,10,Ms,4.6,伊朗,天然地震
2012-2-29 07:18:50,47.10,32.50,10,Ms,4.6,伊朗,天然地震
2012-2-28 02:48:55,56.68,31.56,32,Ms,5.2,伊朗,天然地震
2012-2-26 14:08:26,65.06,29.47,84,Ms,4.3,巴基斯坦西部,天然地震
2012-2-20 11:13:07,67.98,38.95,31,Ms,3.9,乌兹别克东南部,天然地震
2012-2-17 17:32:58,43.20,38.60,27,Ms,4.5,土耳其,天然地震
2012-2-17 12:01:30,67.99,37.72,24,Ms,3.8,塔吉克斯坦,天然地震
2012-2-16 19:00:59,36.68,38.89,10,Ms,4.4,土耳其,天然地震
2012-2-14 21:21:39,20.66,37.85,5,Ms,4.7,爱奥尼亚海,天然地震
2012-2-14 09:34:39,24.00,40.20,10,Ms,5.1,爱琴海,天然地震
2012-2-05 14:10:37,51.50,28.60,10,Ms,4.7,伊朗南部,天然地震
2012-2-05 04:04:11,49.70,37.60,34,Ms,4.6,里海,天然地震
2012-1-28 18:50:51,24.61,36.48,13,Ms,4.8,克里特岛,天然地震
2012-1-28 03:06:32,25.10,36.10,28,Ms,4.8,克里特岛,天然地震
2012-1-27 22:53:11,9.70,44.82,63,Ms,4.9,意大利北部,天然地震
2012-1-27 09:33:18,24.74,36.14,6,Ms,5.2,克里特岛,天然地震
2012-1-26 12:24:51,24.35,36.10,10,Ms,5.0,克里特岛,天然地震
2012-1-25 16:06:33,10.50,44.90,10,Ms,5.0,意大利北部,天然地震
2012-1-20 17:57:35,43.50,38.70,6,Ms,4.5,土耳其,天然地震
2012-1-19 20:35:51,59.28,36.45,6,Ms,5.4,伊朗,天然地震
2012-1-15 04:15:09,53.19,27.08,26,Ms,4.4,波斯湾,天然地震
2012-1-12 01:08:01,52.98,36.33,17,Ms,4.7,伊朗,天然地震
2012-1-10 03:53:29,54.94,27.19,6,Ms,4.7,伊朗南部,天然地震
2012-1-08 07:25:35,52.70,28.10,14,Ms,4.5,伊朗南部,天然地震
2012-1-06 00:53:32,51.30,27.66,33,Ms,4.7,波斯湾,天然地震
2012-1-05 00:51:43,66.17,26.85,2,Ms,4.8,巴基斯坦,天然地震
2011-12-31 13:39:54,66.77,27.26,32,Ms,4.5,巴基斯坦,天然地震
2011-12-28 03:18:54,43.70,38.80,22,Ms,4.5,土耳其,天然地震
2011-12-25 13:35:33,47.80,32.40,33,Ms,4.5,伊朗,天然地震
2011-12-22 01:07:00,42.59,39.32,16,Ms,4.2,土耳其,天然地震
2011-12-20 12:46:36,57.98,28.08,20,mB,4.7,伊朗南部,天然地震
2011-12-18 23:01:01,12.80,35.81,20,Ms,4.8,地中海,天然地震
2011-12-13 15:28:51,-43.80,28.30,10,Ms,5.7,北大西洋海岭,天然地震
2011-12-11 00:13:52,58.70,31.92,24,Ms,4.5,伊朗,天然地震
2011-12-09 16:13:55,23.60,34.56,26,Ms,5.1,克里特岛,天然地震
2011-12-09 11:23:32,53.10,27.20,15,Ms,4.9,波斯湾,天然地震
2011-12-09 04:04:31,57.60,37.20,5,Ms,4.6,伊朗,天然地震
2011-12-08 16:54:43,-30.80,38.00,10,Ms,5.2,亚速尔群岛地区,天然地震
2011-12-06 23:46:26,43.80,37.10,10,Ms,4.3,伊拉克,天然地震
2011-12-06 10:55:55,42.92,38.79,8,Ms,4.6,土耳其,天然地震
2011-12-05 16:17:25,26.00,39.25,12,Ms,4.8,爱琴海,天然地震
2011-12-05 06:15:05,43.30,38.40,15,Ms,4.6,土耳其,天然地震
2011-12-03 09:30:51,43.80,38.90,5,Ms,4.6,土耳其,天然地震
2011-12-02 05:35:07,-39.59,31.97,6,Ms,5.4,北大西洋海岭,天然地震
2011-11-30 08:47:21,42.67,38.26,35,Ms,5.2,土耳其,天然地震
2011-11-24 08:48:05,42.64,38.27,25,Ms,4.5,土耳其,天然地震
2011-11-23 21:50:00,25.00,34.20,10,Ms,4.7,地中海,天然地震
2011-11-23 20:17:46,24.75,34.20,10,Ms,5.3,地中海,天然地震
2011-11-23 07:48:14,43.60,38.70,5,Ms,4.4,土耳其,天然地震
2011-11-22 11:30:34,43.20,38.40,8,Ms,4.5,土耳其,天然地震
2011-11-22 05:00:33,42.94,38.53,14,Ms,4.4,土耳其,天然地震
2011-11-22 04:55:58,43.25,39.34,13,Ms,4.6,土耳其,天然地震
2011-11-21 09:56:43,59.94,32.41,21,Ms,4.8,伊朗,天然地震
2011-11-20 17:28:36,-30.50,59.30,10,Ms,5.1,北大西洋,天然地震
2011-11-20 17:19:20,-30.06,60.10,6,Ms,4.9,北大西洋,天然地震
2011-11-19 01:39:40,43.80,38.80,10,Ms,4.8,土耳其,天然地震
2011-11-18 14:00:54,-38.50,33.70,10,Ms,5.6,北大西洋海岭,天然地震
2011-11-17 10:37:18,41.60,39.10,12,Ms,4.9,土耳其,天然地震
2011-11-15 06:08:13,43.20,38.70,6,Ms,4.8,土耳其,天然地震
2011-11-15 00:47:14,43.10,38.50,6,Ms,4.4,土耳其,天然地震
2011-11-15 00:31:28,43.10,38.50,5,Ms,4.4,土耳其,天然地震
2011-11-14 19:34:55,-29.50,39.70,10,Ms,5.2,亚速尔群岛,天然地震
2011-11-13 22:11:01,57.10,28.20,10,Ms,4.3,伊朗南部,天然地震
2011-11-13 16:00:15,58.96,27.86,8,Ms,4.2,伊朗南部,天然地震
2011-11-13 02:28:11,21.91,37.38,47,Ms,4.6,希腊南部,天然地震
2011-11-13 02:20:01,43.30,38.40,17,Ms,4.3,土耳其,天然地震
2011-11-11 01:25:34,21.18,38.53,7,Ms,4.7,希腊,天然地震
2011-11-10 03:23:31,43.20,38.40,5,Ms,6.0,土耳其,天然地震
2011-11-09 06:05:48,43.10,38.70,4,Ms,5.1,土耳其,天然地震
2011-11-07 23:53:51,43.60,38.50,10,Ms,4.4,土耳其,天然地震
2011-11-07 04:56:47,25.15,35.91,29,Ms,4.6,克里特岛,天然地震
2011-11-06 10:43:10,43.24,38.66,6,Ms,4.5,土耳其,天然地震
2011-11-04 19:22:02,14.47,39.72,327,mB,4.7,第勒尼安海,天然地震
2011-11-02 21:24:00,43.60,38.70,10,Ms,4.6,土耳其,天然地震
2011-11-02 19:43:02,43.80,37.00,10,Ms,4.5,伊拉克,天然地震
2011-11-02 12:34:22,43.50,38.60,7,Ms,4.6,土耳其,天然地震
2011-10-30 06:24:23,43.60,38.80,11,Ms,4.8,土耳其,天然地震
2011-10-27 16:04:20,43.80,37.20,10,Ms,4.8,伊拉克,天然地震
2011-10-25 22:55:06,43.60,38.80,14,Ms,5.7,土耳其,天然地震
2011-10-25 07:55:15,43.60,38.50,8,Ms,4.2,土耳其,天然地震
2011-10-24 23:28:04,43.20,38.60,10,Ms,4.5,土耳其,天然地震
2011-10-24 16:49:17,43.50,38.50,7,Ms,4.4,土耳其,天然地震
2011-10-24 16:28:24,43.50,38.60,6,Ms,4.3,土耳其,天然地震
2011-10-24 14:44:54,42.68,39.01,19,Ms,4.2,土耳其,天然地震
2011-10-24 13:54:55,43.30,38.60,11,Ms,4.4,土耳其,天然地震
2011-10-24 12:43:02,43.20,38.50,24,Ms,4.4,土耳其,天然地震
2011-10-24 06:21:29,43.10,38.50,10,Ms,4.4,土耳其,天然地震
2011-10-24 04:45:35,43.15,38.65,10,Ms,6.1,土耳其,天然地震
2011-10-24 03:06:04,43.30,38.80,10,Ms,4.3,土耳其,天然地震
2011-10-24 02:53:46,43.30,38.60,15,Ms,4.5,土耳其,天然地震
2011-10-24 02:10:44,43.20,38.60,10,Ms,4.6,土耳其,天然地震
2011-10-23 23:24:28,43.30,38.50,10,Ms,4.5,土耳其,天然地震
2011-10-23 20:42:08,43.40,38.50,10,Ms,5.1,土耳其,天然地震
2011-10-23 20:03:08,43.30,38.60,20,Ms,5.0,土耳其,天然地震
2011-10-23 19:32:39,43.50,38.70,10,Ms,5.7,土耳其,天然地震
2011-10-23 19:10:49,42.59,38.35,28,mB,5.0,土耳其,天然地震
2011-10-23 18:56:46,43.40,38.70,10,Ms,5.4,土耳其,天然地震
2011-10-23 18:41:21,43.45,38.90,20,Ms,7.4,土耳其,天然地震
2011-10-19 14:23:40,-31.30,38.00,12,Ms,5.0,亚速尔群岛地区,天然地震
2011-10-19 10:52:39,53.82,28.24,39,Ms,5.2,伊朗南部,天然地震
2011-10-13 04:51:29,29.48,36.02,36,Ms,4.5,地中海东部,天然地震
2011-10-12 00:46:15,67.08,27.21,33,Ms,4.3,巴基斯坦,天然地震
2011-10-11 03:06:57,21.97,37.29,6,Ms,4.7,希腊南部,天然地震
2011-10-10 05:23:06,21.69,36.33,40,Ms,4.7,地中海,天然地震
2011-10-07 07:52:59,-32.30,58.10,10,Ms,4.8,北大西洋,天然地震
2011-10-06 08:39:31,-32.57,58.48,6,Ms,5.4,北大西洋,天然地震
2011-10-06 08:03:03,-31.81,58.65,6,Ms,5.0,北大西洋,天然地震
2011-10-06 07:52:16,-32.75,58.16,7,Ms,5.1,北大西洋,天然地震
2011-10-06 07:02:13,-32.08,58.77,6,Ms,4.9,北大西洋,天然地震
2011-10-04 10:40:46,26.40,45.60,128,mB,5.2,罗马尼亚,天然地震
2011-9-27 20:08:21,24.00,34.68,20,Ms,5.2,克里特岛,天然地震
2011-9-25 21:17:11,17.98,42.72,55,Ms,4.3,亚得里亚海,天然地震
2011-9-22 11:22:35,38.70,39.70,5,Ms,5.7,土耳其,天然地震
2011-9-18 07:37:21,52.41,27.95,10,Ms,4.3,波斯湾,天然地震
2011-9-17 07:07:42,54.90,28.30,33,Ms,4.9,伊朗南部,天然地震
2011-9-14 11:35:28,22.00,37.20,22,Ms,4.7,希腊南部,天然地震
2011-9-14 00:19:27,23.36,34.54,26,Ms,5.0,地中海,天然地震
2011-9-05 13:05:35,-30.84,59.66,6,Ms,4.9,北大西洋,天然地震
2011-9-03 01:14:50,52.57,40.55,62,Ms,4.2,土库曼斯坦,天然地震
2011-8-31 20:17:23,-29.18,43.80,5,Ms,5.3,北大西洋海岭,天然地震
2011-8-20 10:00:20,21.70,37.90,7,Ms,4.7,希腊南部,天然地震
2011-8-18 19:57:41,43.00,42.60,10,Ms,4.9,高加索西部,天然地震
2011-8-16 15:53:27,35.67,39.29,11,Ms,4.2,土耳其,天然地震
2011-8-15 18:44:35,55.42,28.45,39,Ms,4.7,伊朗南部,天然地震
2011-8-14 22:56:56,-31.83,51.91,10,Ms,4.7,北大西洋海岭,天然地震
2011-8-14 09:04:57,21.48,37.44,10,Ms,4.7,地中海,天然地震
2011-8-12 06:32:17,54.84,36.57,6,Ms,4.9,伊朗,天然地震
2011-8-10 08:53:28,65.46,27.93,54,Ms,5.4,巴基斯坦西部,天然地震
2011-8-07 22:35:29,21.37,38.37,10,Ms,4.6,爱奥尼亚海,天然地震
2011-8-07 16:52:29,34.50,32.60,31,mb,4.4,死海地区,天然地震
2011-8-06 05:39:11,-32.20,45.10,10,Ms,4.9,北大西洋海岭,天然地震
2011-8-03 06:09:42,50.02,31.60,44,Ms,4.4,伊朗西部,天然地震
2011-7-27 17:58:13,32.00,38.30,10,Ms,4.5,土耳其,天然地震
2011-7-26 12:04:09,56.46,36.79,10,Ms,4.6,伊朗,天然地震
2011-7-26 01:57:23,28.20,40.60,7,Ms,4.8,土耳其,天然地震
2011-7-25 20:31:22,7.50,45.20,6,Ms,4.9,意大利北部,天然地震
2011-7-24 18:38:53,66.51,28.40,8,Ms,4.7,巴基斯坦,天然地震
2011-7-21 11:09:23,59.70,26.42,5,Ms,4.1,伊朗南部,天然地震
2011-7-20 10:46:12,-31.47,52.86,5,Ms,4.8,北大西洋海岭,天然地震
2011-7-19 15:13:13,19.98,37.55,6,Ms,5.1,爱奥尼亚海,天然地震
2011-7-18 02:30:23,10.77,45.11,8,Ms,4.9,意大利北部,天然地震
2011-7-17 00:09:16,21.60,43.30,10,Ms,4.4,南斯拉夫,天然地震
2011-7-08 03:21:46,7.63,42.40,9,Ms,4.9,地中海西部地区,天然地震
2011-7-03 16:49:11,22.80,36.40,10,mb,4.6,地中海,天然地震
2011-7-03 05:30:40,26.13,36.51,139,mB,4.8,多德卡尼斯群岛,天然地震
2011-7-01 08:57:19,24.10,34.90,35,Ms,4.5,克里特岛,天然地震
2011-6-30 03:48:06,35.90,37.40,15,Ms,4.4,土耳其,天然地震
2011-6-28 05:13:53,28.81,38.47,10,Ms,4.6,土耳其,天然地震
2011-6-27 04:17:56,59.96,28.31,43,Ms,4.4,伊朗南部,天然地震
2011-6-27 03:46:59,57.83,29.95,31,Ms,4.9,伊朗南部,天然地震
2011-6-23 15:34:44,39.70,38.50,10,Ms,5.2,土耳其,天然地震
2011-6-16 18:57:23,67.05,43.25,6,Ms,3.8,哈萨克中部,天然地震
2011-6-15 09:05:28,57.60,28.00,35,Ms,5.2,伊朗南部,天然地震
2011-6-09 18:13:14,50.00,32.20,36,Ms,4.4,伊朗西部,天然地震
2011-6-02 01:18:55,22.10,36.59,49,Ms,4.5,希腊南部,天然地震
2011-6-01 18:23:41,54.80,39.80,28,Ms,4.3,土库曼,天然地震
2011-5-22 00:30:28,-41.00,31.30,10,Ms,4.8,北大西洋海岭,天然地震
2011-5-20 04:15:22,29.00,39.10,10,Ms,6.1,土耳其,天然地震
2011-5-12 00:47:23,-1.70,37.70,5,Ms,5.4,西班牙,天然地震
2011-5-08 14:50:21,27.30,36.60,13,Ms,4.9,多德卡尼斯群岛,天然地震
2011-5-07 00:20:35,-40.93,32.54,7,Ms,5.1,北大西洋海岭,天然地震
2011-4-25 21:49:21,51.20,29.35,35,Ms,4.4,波斯湾,天然地震
2011-4-23 13:22:09,35.60,37.50,10,mb,4.5,土耳其,天然地震
2011-4-22 15:50:41,24.90,40.10,26,Ms,4.8,爱琴海,天然地震
2011-4-20 04:30:28,-29.45,44.59,11,Ms,4.8,北大西洋海岭,天然地震
2011-4-19 20:13:14,21.42,38.63,44,Ms,4.4,希腊,天然地震
2011-4-15 11:18:26,22.78,36.60,16,Ms,4.6,希腊南部,天然地震
2011-4-13 11:37:08,59.00,28.20,6,Ms,4.4,伊朗南部,天然地震
2011-4-07 12:47:33,45.60,34.40,10,Ms,4.4,伊朗---伊拉克边境地区,天然地震
2011-4-07 04:59:40,45.60,34.40,10,Ms,4.6,伊朗---伊拉克边境地区,天然地震
2011-4-07 03:17:13,45.01,34.52,15,Ms,4.3,伊拉克,天然地震
2011-4-04 07:53:36,21.63,36.19,10,Ms,4.8,地中海,天然地震
2011-4-01 21:29:10,26.50,35.70,80,Ms,5.7,克里特岛,天然地震
2011-3-27 00:25:09,31.77,33.95,30,Ms,4.6,地中海东部,天然地震
2011-3-24 13:23:23,-29.72,59.32,10,Ms,4.9,北大西洋,天然地震
2011-3-24 13:17:20,-30.61,59.88,10,Ms,4.8,北大西洋,天然地震
2011-3-23 23:30:48,25.10,34.70,5,mb,4.4,克里特岛,天然地震
2011-3-21 05:53:03,50.72,29.96,10,Ms,4.5,伊朗南部,天然地震
2011-3-19 05:49:48,56.09,28.17,14,Ms,4.3,伊朗南部,天然地震
2011-3-17 02:46:05,45.50,35.00,30,mb,4.2,伊朗---伊拉克边境地区,天然地震
2011-3-17 00:07:20,20.40,38.50,10,Ms,4.9,爱奥尼亚海,天然地震
2011-3-16 19:18:00,30.70,37.30,10,mB,5.0,土耳其,天然地震
2011-3-16 15:37:19,-43.70,28.50,10,mb,4.9,北大西洋海岭,天然地震
2011-3-15 04:57:57,49.20,40.30,19,mB,4.7,伊朗西北部---俄罗斯边境地区,天然地震
2011-3-15 02:57:10,44.20,38.70,5,Ms,5.1,土耳其,天然地震
2011-3-14 16:14:38,49.00,40.30,5,mb,4.3,伊朗西北部---俄罗斯边境地区,天然地震
2011-3-14 15:55:07,56.80,27.80,21,Ms,4.7,伊朗南部,天然地震
2011-3-06 15:58:37,40.40,39.20,10,Ms,4.3,土耳其,天然地震
2011-3-06 11:28:15,25.00,34.80,45,Ms,4.8,克里特岛,天然地震
2011-3-06 04:42:40,56.41,28.19,5,Ms,4.5,伊朗南部,天然地震
2011-3-05 19:24:35,50.24,29.72,10,Ms,5.2,波斯湾,天然地震
2011-3-05 12:32:29,15.21,50.41,5,mB,4.9,捷克斯洛伐克,天然地震
2011-2-28 18:54:04,47.19,41.01,5,Ms,4.3,高加索东部,天然地震
2011-2-28 15:49:01,24.90,34.88,53,Ms,5.1,克里特岛,天然地震
2011-2-23 13:29:20,26.18,34.41,10,Ms,4.8,地中海东部,天然地震
2011-2-23 11:26:02,58.06,27.06,25,Ms,4.2,伊朗南部,天然地震
2011-2-23 04:37:03,24.90,38.90,10,Ms,4.5,爱琴海,天然地震
2011-2-23 02:15:55,42.30,39.00,5,Ms,4.6,土耳其,天然地震
2011-2-22 17:11:46,42.50,39.00,5,Ms,4.5,土耳其,天然地震
2011-2-22 17:08:20,42.40,39.00,8,Ms,4.5,土耳其,天然地震
2011-2-20 23:11:26,19.79,37.92,12,Ms,4.4,爱奥尼亚海,天然地震
2011-2-20 09:27:03,34.00,27.90,5,mB,4.9,埃及,天然地震
2011-2-19 22:42:06,-27.30,46.90,10,Ms,5.0,北大西洋海岭,天然地震
2011-2-14 20:43:07,7.47,50.14,10,mB,4.9,德国,天然地震
2011-2-14 14:02:55,-5.96,32.44,8,Ms,5.1,摩洛哥,天然地震
2011-2-13 19:56:12,52.50,29.10,5,mb,4.1,伊朗南部,天然地震
2011-2-12 01:56:54,21.80,38.40,12,Ms,4.9,希腊南部,天然地震
2011-2-12 01:16:16,21.60,36.80,38,mB,5.0,希腊南部,天然地震
2011-2-10 10:38:12,20.85,38.35,17,Ms,4.7,爱奥尼亚海,天然地震
2011-2-08 14:24:20,56.03,36.39,5,Ms,4.4,伊朗,天然地震
2011-2-08 09:46:32,23.03,35.09,48,Ms,4.9,地中海,天然地震
2011-2-08 02:31:39,26.90,36.60,122,mb,4.4,多德卡尼斯群岛,天然地震
2011-2-07 10:38:27,47.53,31.25,23,mb,4.1,伊朗---伊拉克边境地区,天然地震
2011-2-06 16:13:08,56.05,28.47,10,Ms,4.5,伊朗南部,天然地震
2011-1-31 02:58:13,53.05,27.32,28,Ms,4.5,波斯湾,天然地震
2011-1-31 02:54:22,53.45,27.81,11,Ms,4.4,伊朗南部,天然地震
2011-1-31 01:56:15,59.99,28.55,5,mB,4.8,伊朗南部,天然地震
2011-1-30 01:41:32,17.71,47.44,6,Ms,4.5,匈牙利,天然地震
2011-1-29 22:02:15,58.90,28.30,10,Ms,4.0,伊朗南部,天然地震
2011-1-29 12:43:10,58.52,28.12,10,Ms,4.7,伊朗南部,天然地震
2011-1-29 08:50:15,58.97,28.03,14,Ms,4.4,伊朗南部,天然地震
2011-1-28 14:34:07,59.70,28.58,14,Ms,4.3,伊朗南部,天然地震
2011-1-28 13:06:42,59.11,28.06,11,Ms,4.5,伊朗南部,天然地震
2011-1-28 12:20:37,58.71,28.29,34,Ms,5.2,伊朗南部,天然地震
2011-1-27 23:01:40,58.91,28.00,17,Ms,4.4,伊朗南部,天然地震
2011-1-27 17:07:52,59.10,28.40,5,mb,4.5,伊朗南部,天然地震
2011-1-27 16:38:23,58.57,28.34,10,Ms,6.5,伊朗南部,天然地震
2011-1-27 15:01:56,58.18,28.24,5,Ms,4.7,伊朗南部,天然地震
2011-1-24 09:26:35,18.59,43.48,4,mb,4.2,南斯拉夫,天然地震
2011-1-21 10:19:35,-30.90,49.90,10,Ms,5.1,北大西洋海岭,天然地震
2011-1-20 19:59:39,52.10,29.30,5,mb,4.1,伊朗南部,天然地震
2011-1-19 17:17:45,42.10,42.05,10,Ms,5.4,土耳其---俄罗斯边境地区,天然地震
2011-1-19 05:32:29,63.90,28.80,60,Ms,5.1,巴基斯坦西部,天然地震
2011-1-19 04:23:24,64.09,28.83,72,Ms,7.1,巴基斯坦西部,天然地震
2011-1-18 19:25:59,55.75,28.27,40,Ms,4.8,伊朗南部,天然地震
2011-1-18 15:49:42,-36.90,34.40,10,Ms,5.2,北大西洋海岭,天然地震
2011-1-13 10:50:09,46.36,43.68,10,Ms,4.4,高加索东部,天然地震
2011-1-10 02:11:05,57.50,30.30,6,Ms,4.5,伊朗南部,天然地震
2011-1-09 21:13:01,53.24,27.45,34,Ms,4.3,波斯湾,天然地震
2011-1-08 08:24:19,51.16,30.06,10,Ms,5.0,伊朗南部,天然地震
2011-1-08 07:52:54,50.95,30.22,10,Ms,4.9,伊朗南部,天然地震
2011-1-07 17:47:46,67.01,28.20,30,Ms,4.4,巴基斯坦,天然地震
2011-1-07 09:19:16,-45.60,20.10,10,Ms,5.4,北大西洋海岭,天然地震
2011-1-07 00:36:12,-45.80,20.20,10,Ms,5.4,北大西洋海岭,天然地震
2011-1-06 01:50:53,51.80,30.48,2,mB,4.7,伊朗南部,天然地震
2011-1-06 00:32:21,51.34,30.10,32,Ms,4.4,伊朗南部,天然地震
2011-1-05 13:55:44,51.80,30.10,10,Ms,5.4,伊朗南部,天然地震
2011-1-05 07:05:22,66.40,27.45,33,Ms,4.5,巴基斯坦,天然地震
2011-1-05 06:56:31,66.20,27.20,32,Ms,4.3,巴基斯坦,天然地震
2011-1-03 21:37:56,49.80,30.20,35,Ms,4.3,波斯湾,天然地震
2011-1-02 22:40:07,20.70,38.20,5,mb,4.3,爱奥尼亚海,天然地震
2011-1-02 21:14:20,43.30,36.70,38,Ms,4.5,伊拉克,天然地震
2011-1-02 12:18:16,27.92,34.10,10,Ms,4.7,地中海东部,天然地震
2010-12-30 16:56:43,16.20,51.60,10,Ms,4.9,波兰,天然地震
2010-12-26 23:34:00,39.44,40.59,10,Ms,4.5,土耳其,天然地震
2010-12-26 13:08:16,25.54,40.41,10,mB,5.1,爱琴海,天然地震
2010-12-26 06:24:11,59.20,28.10,10,Ms,4.1,伊朗南部,天然地震
2010-12-23 03:04:48,58.00,26.30,15,Ms,4.2,伊朗南部,天然地震
2010-12-21 20:14:14,58.90,28.10,10,Ms,4.4,伊朗南部,天然地震
2010-12-21 06:12:53,58.63,28.39,5,Ms,4.7,伊朗南部,天然地震
2010-12-21 02:41:53,58.74,28.58,5,Ms,6.9,伊朗南部,天然地震
2010-12-18 14:05:44,20.48,37.73,34,Ms,5.0,爱奥尼亚海,天然地震
2010-12-17 17:37:44,23.51,37.15,114,mB,5.1,希腊南部,天然地震
2010-12-17 15:39:19,57.80,27.50,20,mB,4.8,伊朗南部,天然地震
2010-12-15 08:30:40,52.17,39.71,25,mb,4.4,里海,天然地震
2010-12-13 17:44:51,-29.40,39.30,11,Ms,5.3,亚速尔群岛,天然地震
2010-12-12 07:02:18,26.19,37.94,15,Ms,4.7,多德卡尼斯群岛,天然地震
2010-12-11 01:48:21,-45.70,23.90,10,Ms,5.6,北大西洋海岭,天然地震
2010-12-10 02:14:39,51.50,28.32,5,Ms,4.7,波斯湾,天然地震
2010-12-08 10:46:53,-33.00,57.20,10,Ms,4.9,北大西洋,天然地震
2010-12-08 04:41:19,-33.49,58.07,10,Ms,5.0,北大西洋,天然地震
2010-12-06 07:20:15,28.17,35.43,62,Ms,4.9,地中海东部,天然地震
2010-12-04 11:49:06,26.06,36.59,131,mB,5.0,多德卡尼斯群岛,天然地震
2010-12-02 03:55:43,51.60,30.20,20,Ms,4.7,伊朗南部,天然地震
